Text,Polarity,Insight
The world really do be like that sometimes ,0.2,Positive
Eliteism is strong here  ,0.4333333333333333,Positive
It also applies to working life,0.0,Neutral
So many degree holders look down on those who only have a diploma or ITE or O Level cert  ,0.11481481481481481,Positive
Most of the time the less educated do the jobs better,0.2777777777777778,Positive
I can really relate to what OP says about the way people of high SES treats people differently depending on their SES IMO theyre just people living in a safe space for too long and really forget about the realities on earth Got to symphatise for their children for being raised in such constricted environment ,0.1442857142857143,Positive
Hijacking OPs post here ,0.0,Neutral
And what happens when you tell a person from low SES youre going into a top JC They tell you to be humble and not brag about your place in an elite school,0.09999999999999999,Positive
I was working as a cashier at a supermarket and although the supermarket was located in a relatively more wealthy area the cashiers were mostly aunties and uncles who have worked there for perhaps more than 5 years and were seasoned workers There were also a few younger workers whom I got the chance to talk to and were more open with sharing their opinions with me,0.2833333333333333,Positive
I didnt immediately quit after JC startedjc 2 now and worked on the weekends but basically everyone knew which school I went On my last day this guy who was also working as a cashier and just recently finished his poly told me eh bro remember stay humble ah I nodded and well quit,-0.06666666666666667,Negative
At that time I merely thought it was a passing remark or that that guy is just too opinionated to tell me how to live my life but recalling back the remark now and also linking it to my experiences with people of higher SES has shown a difference between the mindset of these people ,-0.02840909090909091,Negative
A person of high SES would scoff at you for being low class but treat you with equal respect as they would want others to treat their offsprings when youre what they consider equal to their children On the other hand a person of lower SES would frankly tell you to keep your chin down in order to survive in society regardless of whether you are high or low SES as they merely want the best for you or just a piece of advice from what they might have experienced ,0.12176767676767676,Positive
On one side one is selfabsorbed and always aiming for the best when they already have the best While on the other side one is selfdirected and treating everyone the same way ,0.46875,Positive
Take my upvote Well written ,0.0,Neutral
Truly the product of elite education ,0.0,Neutral
You would be likely to hear very similar stories from any predominately ChineseConfucian society,0.0,Neutral
At the risk of being overly historically and culturally reductionist much of this attitude can be traced back to the Imperial Examination System of China Unique in its time this was a essentially unbiased testing system that allowed male people of merit  regardless of family line  to attain positions of political influence and power Of course the economic and political elite were still favored due to better education and test prep ,0.1576923076923077,Positive
So there was an essentially positive educational and social system  in which anyone in theory could improve their position through study  that has been warped over thousands of years into hypercompetitiveness and frankly idiocy that cares not for what students actually learn but rather their ranking compared to others ,0.04212121212121213,Positive
Good grades dont necessarily make a good person This only goes to show what these elite parents value in their childs upbringing Anyway its an incisive piece Kudos OP ,0.35,Positive
thank you for sharing you have a very mature and sensible head on your shoulders,0.13,Positive
unfortunately this type of attitude is very prevalent not only among the elite who look down on others but to some extent among the middle class who are insecure about not being elite and can sometimes end up being more mean than the elites themselves,-0.09600694444444445,Negative
my family is firmly middle class and while my parents arent outrightly snobbish i still get very frustrated with them sometimes theres the very singaporean obsession with white collar jobs being better than technical or more blue collar work for example my dad used to make snide remarks about footballers or entertainment figures like singers being not smart and having not gone to school a lot ,0.02031746031746032,Positive
and eventually when i started my own career i chose a more technical field that didnt really make full use of my university degree while my parents did not object my mum would always find the chance to ask me if i was thinking about changing jobs or if i would have the chance to expand my job scope to include more intellectual stuff really annoying,0.20624999999999996,Positive
eVeRY ScHOoL iS A GoOD sCHoOL ,0.7,Positive
Elites are elites for a reason A lion does not concern himself with the opinions of a sheep Just leave them be ,0.0,Neutral
The rich looks down on the poor ,-0.0601851851851852,Negative
The elite looks down on the plebeian,-0.15555555555555559,Negative
The strong looks down on the weak ,-0.03240740740740744,Negative
This has been a fact since time immemorial ,0.0,Neutral
What the 99 needs to do is to band together capture the assets of the rich bourgeois elite and then divide it up for everyone to enjoy in a communal way ,0.3875,Positive
Well at least you guys are realizing this and hopefully putting an end to it As it seems like you are on track to be the next elite if your going to the top schools,0.06666666666666667,Positive
The fact that you instinctively separated people into elite and weak speaks volumes about how deep this attitude goes,-0.1875,Negative
Off topic questions here Im from a different country and only recently subbed here What is going poly Is that going to a polytechnic Whats the perception of going to a polytechnic vs university or whatever the equivalent in Singapore is in Singapore Or would that perception vary as to the eliteness of the persons own education,0.15,Positive
Asking as in some countries it is stupidly viewed as the dumb person option and would like to know if its the same in Singapore TIA ,-0.3916666666666666,Negative
The only thing wrong with your post is thinking the students at elite schools represent some native intelligence rather the majority had early access to education due to their priveledge and are therefore deemed gifted intelligent or likewise advanced students,0.16785714285714287,Positive
talent means nothing when it comes to education,0.0,Neutral
That like most of what you wrote here is objectively wrong Its obvious that there are people who simply lack the aptitude to excel academically And there are also many in those elite schools who dont have to rely on rote learning Sheer repetition does not always get you better grades especially at a graduate or undergraduate level The average student in an elite school is almost definitely more intelligent by conventional definitions,0.1672619047619048,Positive
I do get some praises when i was working at retails and fb during Os hols and poly vacation mostly from senior citizens who are actually really nice and they also talk to me like wow youre really young are you studying And of course i say yes its my holiday break so Im using the time to work and they say thats good its better than staying at home and doing nothing thats good ,0.4571428571428572,Positive
But very few and very rare Most of the time I still get those parents with young kids and they say study hard or you will become like her those elite stuff and the most i gave was a small eye reaction but still continue doing my job ,0.09833333333333331,Positive
I mean without prior work experience where else can we work besides mostly retailservices jobs Unles their child stays at home and does nothing during vacation,0.0625,Positive
 What the 99 needs to do is to band together capture the assets of the rich bourgeois elite and then divide it up for everyone to enjoy in a communal way,0.3875,Positive
Thats not possible given how social constructs like class wealth etc were all created by mankind Even in Marxism people still look up to a leader to settle everything,0.016666666666666666,Positive
NUH is known to be the worst hospital you can go to in Singapore You enjoy slightly cheaper rates but you are treated like dirt too Not to mention they have the oldest and ugliest wards around ,-0.25555555555555554,Negative
Its simply appalling how our students in the elite are so devoid of emotional intelligence God bless their patients ,-0.15,Negative
Objectively wrong is more of your own opinion seeing that I made opinionated points on my own interactions with parents that seemed to only have the best interests of their own pride in having elite children that appear to only be able to read from a book slightly better than others To say that I am Objectively wrong would mean that my Objective of stating on the simple fact that there are talents that require no form of education is complete bullshit because apparently everyone is a braindead retard until they realise their place in life Guess what ,0.13161764705882353,Positive
The obvious that there are people lack the aptitude to excel academically and the average student in an elite school is almost definitely more intelligent are some of the most pretentious things Ive ever heard in my entire life and yet I am willing to admit that that the former is half true but I will stave off my critcisms for the latter after,0.1486111111111111,Positive
For the former what you are looking for is people who are unable to excel in academic thinking and memory retension seeing that common sense is something that can never be tested nor graded You are correct that some people are lacking in such mental faculties and I concede that you are correct in that case But what you are incorrect which I fullheartedly you do not push off with the pretentiousness of a prideful parent is that excelling academically is the ONLY POSSIBLE WAY OF SUCCESS ,-0.06666666666666668,Negative
There are many in the elite schools that do not rely on route learning If we want to play strawman then I can play strawman too but this is such a basic defensive line of playing the devils advocate I am just going to make a simple response it doesnt matter The parents are the problem not the students I couldnt give two shits if the kids get As or Ds I care if the parents mistreat other kids IN FRONT OF ME AND THE DAMN KID SIMPLY BECAUSE THE KID IS UNABLE TO AFFORD THE DAMN MONEY TO PAY FOR TUITION That isnt goddamn human behavior Thats demeaning to both the kid they are heckling AND their own kid since it shows them that they are only worth as possessions in the adults eyes,0.07045454545454545,Positive
Can you imagine someone who claims to love you beating you regularly every day simply because you didnt get a A1 when you got an A2 Beating you because you hate Physics but they force you to take triple science anyway and mentally conditioning which is fucking brainwashing mind you them to think that its FOR THEIR OWN GOOD And then realising after exploring the world and making friends in other countries or exploring the internet and meeting all kinds of people that the kind of life youre living is a fucking joke Can you imagine being in their place ,0.015909090909090904,Positive
Of course not Every life is different but EVERY LIFE IS EQUAL,0.0,Neutral
As for the latter I couldnt even begin to explain why schoolintelligence or how your pitiful defense of by conventional definitions has about the subtlety of a giant conducting espionage But I know that you will just brush me off as someone who doesnt understand the beauty of the education system and that I am just a waaaaay too sympathetic strawberry jackass So Im not going to take the bait and simply ignore that last sentence,-0.02040816326530612,Negative
I will not catagorise you into a niche that you will vehemently object to But do understand that by saying someone is objectively wrong is a direct spit in the face to anyone who has witnessed this kind of suffering,0.06666666666666665,Positive
Let me put it this way to end it off ,0.0,Neutral
When I was in Primary School everyone was the same When I was in Secondary school the Primary School friends who got into the elite schools DISAPPEARED for four years ,0.125,Positive
When I got into JC and later met them for outings they had completely changed I dont know what the fuck their parents and the system did to them they were angry quiet and they seemed to react to any person poking fun at them by lashing out at them But now after a year out of JC and I see that they have completely isolated themselves even from their other schoolmates and secluded themselves to what I can only assume their parents consider a better studying atmosphere or whatever kind of bullshit they say to avoid saying conditioning chamber I can tell you now,0.05227272727272727,Positive
They arent my friends anymore,0.0,Neutral
This post is wrong on so many accounts Firstly medical fees are standardised across hospitals and is based on means testing Secondly on what basis are u accusing NUH of being the worst hospital Are u a medical professional yourself It is easy to jump on the hate bandwagon when on the internet ,-0.14074074074074072,Negative
x200B,0.0,Neutral
Thirdly do not generalise the entire population of student elite from a few examples There are good students there are bad students but eventually these students will become YOUR doctor When that day comes surely youll be glad to have them around No need for all the negativity now ,0.1142857142857143,Positive
Top tier arguments dude,0.5,Positive
Objectively wrong is more of your own opinion seeing that I made opinionated points on my own interactions with parents that seemed to only have the best interests of their own pride in having elite children that appear to only be able to read from a book slightly better than others To say that I am Objectively wrong would mean that my Objective of stating on the simple fact that there are talents that require no form of education is complete bullshit because apparently everyone is a braindead retard until they realise their place in life Guess what ,0.13161764705882353,Positive
No you didnt You made general statements that ,0.05000000000000002,Positive
1 its not cool to brag about education because people can achieve it given enough time ,-0.0875,Negative
2 people with good grades are muggers and had grades beaten into them ,0.7,Positive
And when you got called out you changed your stance to I cant be objectively wrong because Im stating an opinion and why did parents come into the picture ,-0.5,Negative
Anyway let me address your arguments ,0.0,Neutral
1 I agree that its not nice to brag but usually its the parents rather than the kids that are doing it As for the latter part this is objectively wrong as the other person has pointed out Firstly not anyone can achieve a given academic qualification given enough time Secondly even if they could it also shows that they are less competitiveable than someone who could do it quicker A company is not going to take a chance on Bob who took 20 years to finish his CS degree His knowledge is probably obsolete Either that or they pay him as much as a fresh grad at 50 years old Hows he going to retire ,-0.08888888888888889,Negative
Now obviously there are people who due to circumstances beyond their control couldnt get good grades in school But there are also people with inferior cognitive and analytical capabilities than others Thats why we have EM3 streams Of course there will always be false positives but thats how life is ,0.04374999999999997,Positive
For 2 its easy just look at universities Clearly some people are getting perfect CAP and their parents clearly arent beating them at that age ,0.4083333333333333,Positive
3 talent is irrelevant to getting good grades ,0.09999999999999998,Positive
I attended the GEP in secondary school Many of my batchmates got 79 A1s without tuition beatings or working particularly hard playing starcraftMMOs through exam period ,-0.030555555555555558,Negative
Similar observations in JC although coursework is more challenging Many people mug like hell and perform worse than other people who dont study much,0.16785714285714287,Positive
Yeah there are talents in every sector not just academic Musical talent photography art etc A lot of it is aptitude but effort can make up for that just like in academics ,0.0,Neutral
The obvious that there are people lack the aptitude to excel academically and the average student in an elite school is almost definitely more intelligent ,0.2875,Positive
Id be willing to stake a bet on the latter based on career earnings IQ scores etc Whatever metric you propose ,0.125,Positive
But what you are incorrect which I fullheartedly you do not push off with the pretentiousness of a prideful parent is that excelling academically is the ONLY POSSIBLE WAY OF SUCCESS ,0.09999999999999999,Positive
Nobody is saying that You are pulling this out of nowhere ,0.0,Neutral
Anyway just to address that success has so many definitions anyway but lets just assume that having a comfortable income  success for the sake of argument then excelling academically is by no means the only possible way However its probably the shortest and easiest path,0.25000000000000006,Positive
I dont know if being beaten for getting A2 or having to pay for your own tuition is a true story Its certainly nowhere near normal and I have never seen anything like it in my school experience  But it doesnt support any of the arguments you have made ,0.2828571428571428,Positive
I concede Your arguments are correct and mine was mostly due to recognising the initial responder as a direct hostile due to his tone,-0.0375,Negative
Most of my arguments are based off my own personal experiences where the pretentiousness of my peers reached to the point of irrationality The difference in our school experiences will result in such a disparity of perspective but the tone of your response is extremely discomforting,0.195,Positive
You claim its not cool to brag about education It is about comparing education LOCATION to status and then utilising that perceived status to lord over people Even if the said people actually scored higher,0.025000000000000005,Positive
People with good grades are muggers I personally have never mugged It is a lapse of judgement and I concede,0.35,Positive
I agree that it is not nice to brag Have you actually met one of these mentally degenerates They are willing to ignore the fact that even with a list of Os and As of nothing but As they will still stick to the idea that an elite school has better marking scheme even if we are all marked by the same group It is not just not nice It is a horrible thing to see your hard work be beaten into the ground by nothing but pure ignorant ego,-0.08430735930735932,Negative
Your arguments are wellstructured I appreciate the response but I suppose the reason for your more tolerant stance in terms of meritocracy and achievement is due to having a better experience with the system that I have as stated by your last paragraph,0.21875,Positive
Thank you for your response,0.0,Neutral
From what you are saying it seems like you have had a bad experience with elite school students using their membership to brag to you despite your having better objective results ,-0.06666666666666661,Negative
Seriously fuck those guys They are hanging on to their elite school membership because its really all they have you got better grades 35 years from now no one will even care where you came from your work experience and university will be far more important,0.21666666666666667,Positive
There are assholes like this later on in life as well You get the hotshot traderVC guy who brags about how much he makesgets laidparties the mercenary doctors the guy who took over his dads company and humblebrags about his supercars etc I feel like success is really reaching nirvana of self contentment and giving zero fucks about whatever others think,0.175,Positive
I do agree that I had a realitively smooth sailing path academically but I dont think the streaming system is the problem It was like this 20 years ago  and is still like this because half a generation down parents are still embracing the same ideas Hopefully in another 20 years things will change,0.019444444444444445,Positive
That being said there are going to always be people trying to put down and diminish others Quite often thats just to make up for their own parents refusing to acknowledge their achievements For example your peer may be getting shit from his parents for his shit grades despite being in an elite school and it hurts him deeply hence he needs to feel better by telling you how bad you are Hopefully that makes you feel better ,0.04305555555555557,Positive
Israelites in the desert Manna from heaven Itll put so many grab and food panda riders out of work,0.5,Positive
It is immensely frustrating seeing many other countries slowly getting back to some semblance of normalcy but here we are in the socalled best place in the world to be during Covid now subject to a second lockdown still under virtually the same restrictions as last April Especially given that the vast majority of Singaporeans have unquestioningly accepted and adhered to whatever restrictions and measures that were imposed on us for more than a year ,0.07756410256410257,Positive
Who is responsible for being in bed with corporations and refusing to implement a permanent work from home arrangement but instead force the working class back to the office resulting in dozens of strangers being jampacked into every single mrt carriage on the way to school and work during peak hours every day,0.042857142857142864,Positive
Who is responsible for making this countrys economy a sham entirely reliant on unsustainable population growth exploitation of cheap foreign labour and being a prostitute to foreign capital such that we have no choice but to continue an opendoor import policy in the midst of a pandemic,0.021428571428571432,Positive
Im so sick and tired of ordinary Singaporeans having to bear responsibility and having to pay the price for the mistakes of our socalled elite leadership,-0.45476190476190476,Negative
I think the measures themselves are fine albeit late Most people like myself are probably just pissed that the situation could have been avoided ,0.20555555555555557,Positive
If the common man could see this coming a mile away you would expect that our elite and very well compensated government had similar foresight But here we are at the beginning of what is essentially another lockdown because of the governments arrogance or incompetence I really dont know which is worse at this point,-0.049999999999999996,Negative
Yo I feel the exact same way Went to a neighbourhood primary school then to one of the more elite sec schools The difference was absolutely insane I saw students and teachers fighting gang fights racism and poverty in primary school Then I got a good PSLE score and it was like I was propelled into a whole different world where we had to uphold the schools reputation like it was our godgiven duty The friends and people I met after primary school cant comprehend my pri school experience as being completely normal for others People really live in different worlds even in SG,0.14545454545454545,Positive
I dunno everyones experiences varies When I was younger I thought the bullying was only that bad because I went to an extremely local school in the west region But then after PSLE I got into a school considered to be for elite students and I still saw a lot of bullying just without the smoking and money extortion Then whenever I told an adult that i went to the secondary school that I did they would always say that all the students in that school were very sweet and obedient That was back then tho I wouldnt pretend to know what those  same school are like nowadays,-0.004499999999999993,Negative
orly they dont mean much when the statistics psc report show otherwise how many rv vs the traditional elite schools anyway we arent in a position to speak as neither of us are scholars i suppose If you are then good day to you no s,0.21749999999999997,Positive
This post is so dumb and for people who must follow societal conventions Elites like us say fuck the system we go our own way with anime waifu,-0.05833333333333335,Negative
Some neighbourhood pai kia school I think its partly because they parachuted a VP from an elite school to be our Principal Maybe thats why we had personal finance course instead of Adam Khoo ,0.0,Neutral
Which also explains the general attitude of aiyah stupid fluff Already hard to get people there to pay attention during normal subjects or they really alr struggling in O level subjects,-0.13194444444444442,Negative
40k to 60 k is anomalously low for nyc If you are going to pull salaries from the publishing world salaries are going to be anomalously low Average salaries for NYC are lower than I thought payscalecom says 78k usd which is still a lot more than the average here As an engineer in my experience starting salaries in the 6 digits for NYC are the norm Payscale confirms that A policeman in NY earns that much with 5 years of experience ,0.05714285714285715,Positive
Payscalecom says the average for SF is 97k usd 6 figures for engineers is the starting point This is not some elite level salary,-0.075,Negative
You can find edge cases but the point is that pay compared to cost of living here is not very good,-0.26923076923076916,Negative
httpswwwpayscalecomresearchUSLocationNewYorkNYSalary,0.0,Neutral
httpswwwpayscalecomresearchUSLocationSanFranciscoCASalary,0.0,Neutral
 The domestic role might have had a biological basis in a preindustrial society,0.0,Neutral
Yes exactly They have a basis,0.25,Positive
 Whats the biological basis for this Being physically strong has not been an important attribute for a while now,0.41666666666666663,Positive
For the vast majority of history men have been providers and protectors Women have been nurturers You dont get rid of that evolutionary history easily Like not within the next several thousand years,0.10833333333333334,Positive
And strength is absolutely important when it comes to self development as is size and temperament and many other things Im sure If you dont think it is I dont know what to tell you Its a self evident truth,0.305,Positive
Why do you think being strong isnt important,0.41666666666666663,Positive
so are you saying that biological differences exist but they might no longer be applicable,0.0,Neutral
Well it depends on what you mean I dont believe anybody reasonable would say biological differences are no longer applicable Were certainly not fighting hunter gatherers anymore to your point But modern day men do still perform physically taxing roles because theyre better suited to it from elite forces to brick layers It isnt to say women cant perform those roles its just that they tend not to because of physical limitations,0.06862244897959184,Positive
Yes exactly They have a basis,0.25,Positive
They had a basis Weve moved on from hunter gathering so is there still a basis today Like I said currently there is no biological advantaged enjoyed by either sex in doing laundry or sweeping the floor  do you agree with this or do you think there is a biological basis for women to be doing these tasks,0.25,Positive
If we accepted that things having a biological basis in the past means that there is still a biological basis today then we would have to accept all sorts of problematic things like how white people are generally taller and stronger than Asians  does that mean that there is a biological basis for white men being more successful than Asian men And wait  African men are stronger than white men so is that a biological basis for african men being slaves or physical laborers ,0.06145833333333334,Positive
For the vast majority of history men have been providers and protectors Women have been nurturers You dont get rid of that evolutionary history easily Like not within the next several thousand years,0.10833333333333334,Positive
I am not proposing we get rid of evolutionary history  only that as history is this even applicable anymore as a biological basis for social behavior Humans have done al sorts of odd things for the vast majority of history which we no longer do today,-0.03333333333333333,Negative
And strength is absolutely important when it comes to self development as is size and temperament and many other things Im sure If you dont think it is I dont know what to tell you Its a self evident truth,0.305,Positive
How is this self evident though Some of the most successful people in the world right now are old and not very strong people People find self development in all sorts of areas like spiritual and mental pursuits If you agreed that Yoga or taking a second academic degree is a valid form of self development then what actually seems self evidence is that physical strength is not absolutely important,0.10915750915750916,Positive
If youre not talking about physical strength and strength in general then are we really talking about biological differences at all or mental qualities Women can be mentally strong too,0.11666666666666665,Positive
Well it depends on what you mean I dont believe anybody reasonable would say biological differences are no longer applicable Were certainly not fighting hunter gatherers anymore to your point But modern day men do still perform physically taxing roles because theyre better suited to it from elite forces to brick layers It isnt to say women cant perform those roles its just that they tend not to because of physical limitations,0.06862244897959184,Positive
Since most people are not actually elite forces or brick layers what biological differences are applicable in the lives of most people,0.3333333333333333,Positive
I think a reasonable person can clearly point out that biological differences between men and women are no longer applicable in terms of who needs to sweep the floor,0.15000000000000002,Positive
The government is hesitant on banning flights from India for pragmatic reasons that mostly benefit the elite 1 They have investments in India 2 Companies here rely on cheap Indian labour,0.45,Positive
Everything else like racism or xenophobia is just a smoke screen,0.0,Neutral
You guys are missing the whole point of this question and taking it at face value,0.0,Neutral
Its not about them putting on SBOs or holding rifles Its a broader question of whether our current ruling elites will have the same mindset of Im going down with this ship like the Titanic captain like LKY definitely would be it well hidden in a bunker under fort canning or tengah or will they sayfuck it i have enough assets in USEU and leave us to man the fort and buy them time to escape,-0.053703703703703705,Negative
Our lives are worthless compared to the elites So there is no point in asking whether we will stay or not,-0.8,Negative
Thats the point of OP question isnt it In every war It will always be the average people defending their country  Will the elites and political leaders fight in the frontline with average citizens Will they send their children to the frontline or run away because they can and have the means to ,-0.09999999999999999,Negative
Remember wars are started by political leaders and the elites the average citizens have no say in whether they want a war or not And it is always the citizens who have no say end up losing our lives ,-0.075,Negative
The War will End The leaders will Shake hands The old women will keep waiting for her Martyred son That girl will wait for her Husband  Those Childrens will wait for their Heroic Father I dont know who sold our Homeland but i Saw who Paid the Price,0.39999999999999997,Positive
true elite,0.35,Positive
Well two cents as someone who moved to SG a few years ago ,-0.2,Negative
With all the problems that you listed Singapore focused as well as global this is perhaps one of the best times in the world to be alive ,0.3666666666666667,Positive
Life expectancy has never been higher CoVID seems bad  but diseases that could have maimed you for life and youd never know what hit you have been eradicated The CoVID vaccines were developed produced distributed in a year and a half  by our ingenuity drive and resources This was easily a 57 year long process in the preceding decade and unthinkable to achieve in most of the previous century ,0.01666666666666669,Positive
For all the news of geopolitical tensions we have the longest period of sustained peace ever in humanitys history Think WW2,0.0,Neutral
Pay is stagnating and competition might be getting harsher when compared in a 5 year timeframe  but never has there been a better time to create new companies SEA has had more unicorn startups in the last year than in the preceding decade or new technologies RD spending is at all time high and increasingly critical And this is accessible to more people than ever and not just feudal elites I grew up in a very middle class family in India and now run a early stage startup here in SG ,0.21888429752066116,Positive
Climate change is grave  but never before has there been a collective effort globally to combat it and our tools have never been more powerful technologically or market driven by things like carbon credits Advancements today have made clean energy windsolar cheaper than polluting coaletc  for the first time in human history and most new energy production installations today are green ,0.2058922558922559,Positive
This is cold comfort when you look at the pressures of having to perform well at school meeting increasingly high cutoffs for good jobs and financial instability for the future in worsening economic conditions But the world around us continues to change largely for the better in unprecedented ways  opening up opportunities and prospects unimaginable a few years before,0.15742857142857145,Positive
Im an American and this is very relatable To me its as if all the elites of the world decided to say fuck it in 2020 and have decided they dont care as long as they stay on top,0.05,Positive
Hope he gets elected Need more nonelitist and elite connected people in,0.5,Positive
People still gonna say opposition field joke candidate,0.0,Neutral
But seriosuly though I dont know why PAP like to field mostly candidate from elite background rather than someone like him They really need to reinvent because I am sure Ivan Lim is just not the only one in the party lineup,0.3,Positive
This is the kind of guy ordinary folks can relate to Not elites who are born in their ivory tower from another dimension and only leave to walk the ground when necessary and believes old aunties collect cardboards for exercise,0.09,Positive
Ya even the ones that come from a humble background this time all end up as high flyers before joining PAP I dont think they understand what people are talking about when they say they dont want so many elites in the government,0.15333333333333332,Positive
Where got elite bg everyone in the party grew up in a 3room hdb flat with their cabby father and homemaker mother ok ,0.2375,Positive
Totally not scripted or anything,0.0,Neutral
Because the PAP has moved away from promoting grassroots folks to parachuting in the elite commandostyle ,0.0,Neutral
And if the SAF have taught us anything its that commandos are too garang and dont really get along with ordinary people,-0.024999999999999994,Negative
The recurring existential issues in Singapore politics are definitely going to look milder compared to most countries But there are some,0.25,Positive
Elitism for instance  theres the recurring concern that the governing elite well are a governing elite In the sense that too many people in power are out of touch with regular folks and so on,0.25,Positive
Weve actually already seen that boil over to some extent with one ruling party candidate being forced to retract his candidacy over allegations that hes an arrogant piece of work People whove worked with him or more specifically under him came forth to talk about it Including the former regimental sergeant major in his reservist battalion akin to his national guard unit in the American context The former senior NCO in his unit basically told everyone that this guy is the worst kind of officer the kind of officer who belittles his men and treats his subordinates badly and so on,-0.021590909090909084,Negative
Naturally the fellow still denies the claims but the broader point is that elitism income inequality and a kind of perceived class divide is something that the ruling party the PAP is accused of And something the PAP is deeply concerned about themselves Obviously theyre aware it looks bad,0.041666666666666685,Positive
